11116715;2556
11113621;4385
11113621;4385
11113622;1682
11113622;1682
11113619;3993
11113619;3993
11113618;7123
11113618;7123
11113616;124
11113616;124
11113615;4091
11113615;4091
11113614;3873
11113614;3873
11113613;3993
11113613;3993
11113612;2980
11113612;2980
11113611;3741
11113611;3741
11113610;1299
11113610;1299
11113609;1129
11113609;1129
11113607;6206
11113607;6206
11113605;2980
11113604;2980
11113605;2980
11113604;2980
11113602;124
11113602;124
11113599;2009
11113599;2009
11113598;2530
11113598;2530
11113597;2980
11113597;2980
11113593;2556
11113593;2556
11111899;4385
11111899;4385
11111900;1682
11111900;1682
11111897;3993
11111897;3993
11111896;2980
11111895;2980
11111896;2980
11111895;2980
11111894;124
11111894;124
11111893;2009
11111893;2009
11111892;2530
11111892;2530
11111889;2980
11111889;2980
11111888;2556
11111888;2556
11110733;1129
11110733;1129
11110726;1299
11110726;1299
11110711;3741
11110711;3741
11110704;2980
11110704;2980
11110700;3993
11110700;3993
11110697;4091
11110697;4091
11110696;3873
11110696;3873
